service_id,name,platform,service_type,category,rate_twd,rate_usd,min,max,refill,cancel,dripfeed,currency
463,Twitch 🥇圖奇直播增加直播觀眾【180分鐘】⭐[直播備用主機] [5-20分鐘開始],Twitch,Live Stream Viewers,Twitch 增加直播觀看人數🔴 (圖奇衝線上Live人數，成為熱門實況主),9600.0,300.0,10,10000,No,No,No,TWD
162,Telegram 🥇TG全球高品質增加頻道訂閱 [自然速度] [不補粉] [Channel Subscribers],Telegram,Followers/Subscribers,Telegram 增加頻道訂閱/群組成員服務🙋‍♂️ (TG衝人數 Channel &amp; Group Members),600.0,18.75,10,100000,No,No,No,TWD
254,Telegram 🥇TG全球高質量提升群組成員 [自然速度] [不補粉] [Group Members],Telegram,Followers/Subscribers,Telegram 增加頻道訂閱/群組成員服務🙋‍♂️ (TG衝人數 Channel &amp; Group Members),600.0,18.75,100,200000,No,No,No,TWD
161,Telegram 🥇TG全球私人訂閱/群組成員 [自然速度] [不補粉] [私人頻道群組專用服務],Telegram,Followers/Subscribers,Telegram 增加頻道訂閱/群組成員服務🙋‍♂️ (TG衝人數 Channel &amp; Group Members),700.0,21.875,10,50000,No,No,No,TWD
163,Telegram 🥇TG全球成人訂閱/群組成員🙈 [自然速度] [不補粉] [成人頻道群組專用加粉服務],Telegram,Followers/Subscribers,Telegram 增加頻道訂閱/群組成員服務🙋‍♂️ (TG衝人數 Channel &amp; Group Members),800.0,25.0,10,50000,No,No,No,TWD
181,Telegram 🥇電報貼文瀏覽量【最新1則觀看】🚀[正常速度] [TG Post Views],Telegram,Views/Plays,Telegram 最新頻道貼文觀看人數服務📈 (TG增加人氣 Post Views),20.0,0.625,50,2147483647,No,Yes,No,TWD
182,Telegram 🥇電報貼文瀏覽量【最新5則觀看】🚀[正常速度] [TG Post Views],Telegram,Views/Plays,Telegram 最新頻道貼文觀看人數服務📈 (TG增加人氣 Post Views),100.0,3.125,10,50000000,No,No,No,TWD
183,Telegram 🥇電報貼文瀏覽量【最新10則觀看】🚀[正常速度] [TG Post Views],Telegram,Views/Plays,Telegram 最新頻道貼文觀看人數服務📈 (TG增加人氣 Post Views),200.0,6.25,10,50000000,No,No,No,TWD
184,Telegram 🥇電報貼文瀏覽量【最新20則觀看】🚀[正常速度] [TG Post Views],Telegram,Views/Plays,Telegram 最新頻道貼文觀看人數服務📈 (TG增加人氣 Post Views),400.0,12.5,10,50000000,No,No,No,TWD
185,Telegram 🥇電報貼文瀏覽量【最新50則觀看】🚀[正常速度] [TG Post Views],Telegram,Views/Plays,Telegram 最新頻道貼文觀看人數服務📈 (TG增加人氣 Post Views),900.0,28.125,10,50000000,No,No,No,TWD
186,Telegram 🥇電報貼文瀏覽量【最新100則觀看】🚀[正常速度] [TG Post Views],Telegram,Views/Plays,Telegram 最新頻道貼文觀看人數服務📈 (TG增加人氣 Post Views),1500.0,46.875,10,50000000,No,No,No,TWD
388,Telegram 🥇電報自動貼文瀏覽量【未來50則觀看】📈[正常速度] [TG Auto Post Views],Telegram,Views/Plays,Telegram 🔄未來頻道貼文自動觀看服務🚀 (TG衝瀏覽量 Auto Post Views),1000.0,31.25,100,1000000,No,No,No,TWD
187,Telegram 🥇電報自動貼文瀏覽量【未來100則觀看】📈[正常速度] [TG Auto Post Views],Telegram,Views/Plays,Telegram 🔄未來頻道貼文自動觀看服務🚀 (TG衝瀏覽量 Auto Post Views),2000.0,62.5,100,1000000,No,No,No,TWD
188,Telegram 🥇電報自動貼文瀏覽量【未來500則觀看】📈[正常速度] [TG Auto Post Views],Telegram,Views/Plays,Telegram 🔄未來頻道貼文自動觀看服務🚀 (TG衝瀏覽量 Auto Post Views),6000.0,187.5,100,1000000,No,No,No,TWD
189,Telegram 🥇電報自動貼文瀏覽量【未來1000則觀看】📈[正常速度] [TG Auto Post Views],Telegram,Views/Plays,Telegram 🔄未來頻道貼文自動觀看服務🚀 (TG衝瀏覽量 Auto Post Views),10000.0,312.5,100,2000000,No,No,No,TWD
190,Telegram 🥇電報貼文正面表情【👍🤩🎉🔥❤️混和】[自然速度] [TG Post Reactions],Telegram,Likes/Reactions,Telegram 電報貼文表情按讚服務👍 (TG Post Reaction),200.0,6.25,1,200000,No,No,No,TWD
191,Telegram 🥇電報貼文負面表情【👎🤮😢😱💩混和】[正常速度] [TG Post Reactions],Telegram,Likes/Reactions,Telegram 電報貼文表情按讚服務👍 (TG Post Reaction),200.0,6.25,10,200000,No,No,No,TWD
590,Line🟩官方帳號增粉 🥇S8高品質粉絲加人數 [比較快速主機] [速度比587快一些，還是按照排程執行]🙆,LINE,Followers/Subscribers,Line🟩官方帳號增加粉絲好友人數服務🙋‍♂️ (Line@ 生活圈全球追蹤Fans),5000.0,156.25,50,4300,No,No,No,TWD
587,Line🟩官方帳號增粉 🥇S5高質量粉絲加人數 [慢速主機] [全球大更新，訂單爆量，便宜只能緩慢增加]🙆‍♂️,LINE,Followers/Subscribers,Line🟩官方帳號增加粉絲好友人數服務🙋‍♂️ (Line@ 生活圈全球追蹤Fans),4000.0,125.0,100,3000,No,No,No,TWD
609,Line Voom 官方帳號增加追隨者關注 |⭐慢速 | ✅高品質粉絲 | 不掉粉 🆙,LINE,Followers/Subscribers,Line Voom🟩帳號追蹤者關注 🙆‍♀️ (並非Line官方帳號粉絲，請確認再下單),5000.0,156.25,100,1000,No,No,No,TWD
562,Line Voom 🟩全球粉絲貼文按讚表情👍Like [慢速穩定] [不補讚],LINE,Followers/Subscribers,Line Voom🟩貼文按讚服務👍 (Line Voom提升貼文流量及曝光度),2500.0,78.125,100,600,No,No,No,TWD
563,Line Voom 🟩全球粉絲貼文按愛心表情❤️Love [慢速穩定] [不補讚],LINE,Followers/Subscribers,Line Voom🟩貼文按讚服務👍 (Line Voom提升貼文流量及曝光度),2500.0,78.125,100,600,No,No,No,TWD
564,Line Voom 🟩全球粉絲貼文按大笑表情😂Haha [慢速穩定] [不補讚],LINE,Followers/Subscribers,Line Voom🟩貼文按讚服務👍 (Line Voom提升貼文流量及曝光度),2500.0,78.125,100,600,No,No,No,TWD
565,Line Voom 🟩全球粉絲貼文按懇求表情🥺Pleading [慢速穩定] [不補讚],LINE,Followers/Subscribers,Line Voom🟩貼文按讚服務👍 (Line Voom提升貼文流量及曝光度),2500.0,78.125,100,600,No,No,No,TWD
566,Line Voom 🟩全球粉絲貼文按哭哭表情😭Cry [慢速穩定] [不補讚],LINE,Followers/Subscribers,Line Voom🟩貼文按讚服務👍 (Line Voom提升貼文流量及曝光度),2500.0,78.125,100,600,No,No,No,TWD
576,🥇官方網站快速索引收錄，讓你的官網能在Google被搜尋到🔎,Google,Other,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
577,🥇部落格快速索引收錄，讓你的Blog能在Google被搜尋到🔎,Google,Other,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
578,🥇Facebook快速索引收錄，讓你的FB頁面能在Google被搜尋到🔎,Facebook,Other,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
579,🥇Instagram快速索引收錄，讓你的IG帳號能在Google被搜尋到🔎,Instagram,Accounts,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
580,🥇Threads快速索引收錄，讓你的脆帳號能在Google被搜尋到🔎,Threads,Accounts,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
581,🥇Tiktok快速索引收錄，讓你的抖音帳號能在Google被搜尋到🔎,TikTok,Accounts,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
582,🥇Twitter快速索引收錄，讓你的X推特帳號能在Google被搜尋到🔎,Twitter/X,Accounts,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
583,🥇Youtube快速索引收錄，讓你的YT頻道能在Google被搜尋到🔎,YouTube,Other,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
584,🥇指定網址快速索引收錄，讓你的自訂網頁能在Google被搜尋到🔎,Google,Other,網站快速收錄建立索引，🔎讓Google爬蟲存取你的頁面並搜尋到,5000.0,156.25,1,1,No,No,No,TWD
401,同時提升網站SEO權重分數📈【Domain Authority 30+ 及 Domain Rating 30+】(請向客服諮詢),Website Traffic,Reviews/Ratings,提升網站SEO權重💹 / DA&amp;DR分數快速增加 🆙 (Increase Domain Authority &amp; Domain Rating),20000.0,625.0,1000,1000,No,No,No,TWD
402,同時提升網站SEO權重分數📈【Domain Authority 40+ 及 Domain Rating 40+】(請向客服諮詢),Website Traffic,Reviews/Ratings,提升網站SEO權重💹 / DA&amp;DR分數快速增加 🆙 (Increase Domain Authority &amp; Domain Rating),35000.0,1093.75,1000,1000,No,No,No,TWD
403,同時提升網站SEO權重分數📈【Domain Authority 50+ 及 Domain Rating 50+】(請向客服諮詢),Website Traffic,Reviews/Ratings,提升網站SEO權重💹 / DA&amp;DR分數快速增加 🆙 (Increase Domain Authority &amp; Domain Rating),50000.0,1562.5,1000,1000,No,No,No,TWD
405,單一增加網站權重分數🆙【Domain Authority 30+ 或 Domain Rating 30+】(請向客服諮詢),Website Traffic,Reviews/Ratings,提升網站SEO權重💹 / DA&amp;DR分數快速增加 🆙 (Increase Domain Authority &amp; Domain Rating),15000.0,468.75,1000,1000,No,No,No,TWD
406,單一增加網站權重分數🆙【Domain Authority 40+ 或 Domain Rating 40+】(請向客服諮詢),Website Traffic,Reviews/Ratings,提升網站SEO權重💹 / DA&amp;DR分數快速增加 🆙 (Increase Domain Authority &amp; Domain Rating),20000.0,625.0,1000,1000,No,No,No,TWD
407,單一增加網站權重分數🆙【Domain Authority 50+ 或 Domain Rating 50+】(請向客服諮詢),Website Traffic,Reviews/Ratings,提升網站SEO權重💹 / DA&amp;DR分數快速增加 🆙 (Increase Domain Authority &amp; Domain Rating),30000.0,937.5,1000,1000,No,No,No,TWD
404,同時提升網站SEO權重分數📈【Domain Authority 30+ 及 Domain Rating 40+】(請向客服諮詢),Website Traffic,Reviews/Ratings,提升網站SEO權重💹 / DA&amp;DR分數快速增加 🆙 (Increase Domain Authority &amp; Domain Rating),30000.0,937.5,1000,1000000,No,No,No,TWD
570,單次檢測 刪除惡意反向連結🆖，降低網站垃圾分數，📈提高SEO排名流量 (請向客服諮詢),Website Traffic,Website Traffic,移除低品質惡意反向連結🆖降低網站垃圾分數📉Spam Score,10000.0,312.5,1,1,No,No,No,TWD
571,２次檢測 刪除惡意反向連結🆖，降低網站垃圾分數，📈提高SEO排名流量 (請向客服諮詢),Website Traffic,Website Traffic,移除低品質惡意反向連結🆖降低網站垃圾分數📉Spam Score,15000.0,468.75,2,2,No,No,No,TWD
572,４次檢測 刪除惡意反向連結🆖，降低網站垃圾分數，📈提高SEO排名流量 (請向客服諮詢),Website Traffic,Website Traffic,移除低品質惡意反向連結🆖降低網站垃圾分數📉Spam Score,20000.0,625.0,4,4,No,No,No,TWD
416,台灣Google流量來源點擊🖱️，提升連結的Click次數👆[自然慢速穩定],Google,Views/Plays,🇹🇼 台灣網站觀看流量 / 網頁點擊次數購買👆 / 增加連結點擊率 / (Taiwan Link Click),300.0,9.375,100,1000000,No,No,No,TWD
355,痞客邦🥇增加文章流量，部落格提升點閱率人氣📈 [快速穩定] [Pixnet Traffic],Website Traffic,Website Traffic,台灣各大部落格增加人氣 / GA衝網頁流量訪客來源 🆙  (BlogTraffic),150.0,4.6875,200,10000000,No,No,No,TWD
356,方格子🥇增加文章流量，部落格提升點閱率人氣📈 [快速穩定] [Vocus Traffic],Website Traffic,Website Traffic,台灣各大部落格增加人氣 / GA衝網頁流量訪客來源 🆙  (BlogTraffic),150.0,4.6875,200,10000000,No,No,No,TWD
358,Blogger🥇增加文章流量，部落格提升點閱率人氣📈 [快速穩定] [Blogger Traffic],Website Traffic,Website Traffic,台灣各大部落格增加人氣 / GA衝網頁流量訪客來源 🆙  (BlogTraffic),150.0,4.6875,200,10000000,No,No,No,TWD
359,Wordpress🥇增加文章流量，部落格提升點閱率人氣📈 [快速穩定] [Wordpress Traffic],Website Traffic,Website Traffic,台灣各大部落格增加人氣 / GA衝網頁流量訪客來源 🆙  (BlogTraffic),150.0,4.6875,200,10000000,No,No,No,TWD
360,Medium🥇增加文章流量，部落格提升點閱率人氣📈 [快速穩定] [Medium Traffic],Website Traffic,Website Traffic,台灣各大部落格增加人氣 / GA衝網頁流量訪客來源 🆙  (BlogTraffic),150.0,4.6875,200,10000000,No,No,No,TWD
361,Pchome個人新聞台🥇增加文章流量，部落格提升點閱率人氣📈 [快速穩定] [Pchome Traffic],Website Traffic,Website Traffic,台灣各大部落格增加人氣 / GA衝網頁流量訪客來源 🆙  (BlogTraffic),150.0,4.6875,200,10000000,No,No,No,TWD
493,🥇全球Google網站觀看流量🆙，提升連結的點擊次數🖱️[快速穩定],Google,Views/Plays,🌎 全球網頁觀看流量購買 / 國外IP點擊次數👆 / 增加連結點擊率 / (World Website Traffic),150.0,4.6875,100,1000000,No,Yes,Yes,TWD
494,🥇全球Facebook網站觀看流量🆙，提升連結的點擊次數🖱️[快速穩定],Facebook,Views/Plays,🌎 全球網頁觀看流量購買 / 國外IP點擊次數👆 / 增加連結點擊率 / (World Website Traffic),150.0,4.6875,100,1000000,No,Yes,Yes,TWD
495,🥇全球Instagram網站觀看流量🆙，提升連結的點擊次數🖱️[快速穩定],Instagram,Views/Plays,🌎 全球網頁觀看流量購買 / 國外IP點擊次數👆 / 增加連結點擊率 / (World Website Traffic),150.0,4.6875,100,1000000,No,Yes,Yes,TWD
497,🥇全球Youtube網站觀看流量🆙，提升連結的點擊次數🖱️[快速穩定],YouTube,Views/Plays,🌎 全球網頁觀看流量購買 / 國外IP點擊次數👆 / 增加連結點擊率 / (World Website Traffic),150.0,4.6875,100,1000000,No,Yes,Yes,TWD
498,🥇全球Twitter網站觀看流量🆙，提升連結的點擊次數🖱️[快速穩定],Twitter/X,Views/Plays,🌎 全球網頁觀看流量購買 / 國外IP點擊次數👆 / 增加連結點擊率 / (World Website Traffic),150.0,4.6875,100,1000000,No,Yes,Yes,TWD
279,🇨🇳🥇小紅書高品質粉絲 [自然速度Fans] [15天補粉] [大部分都有頭像],Xiaohongshu,Followers/Subscribers,📕小紅書穩定加粉絲、影片點讚、筆記收藏服務 (台灣 / 香港、中國大陸版都能漲粉),15000.0,468.75,100,5000,No,No,No,TWD
321,🇨🇳🥇小紅書視頻按讚愛心 [快速穩定Likes] [15天補讚] [台灣版、大陸版都能使用],Xiaohongshu,Followers/Subscribers,📕小紅書穩定加粉絲、影片點讚、筆記收藏服務 (台灣 / 香港、中國大陸版都能漲粉),15000.0,468.75,50,200,No,No,No,TWD
322,🇨🇳🥇小紅書視頻星星收藏 [快速穩定 Save] [15天補量] [台灣版、大陸版都能使用],Xiaohongshu,Followers/Subscribers,📕小紅書穩定加粉絲、影片點讚、筆記收藏服務 (台灣 / 香港、中國大陸版都能漲粉),15000.0,468.75,50,500,No,No,No,TWD
276,🇨🇳🥇中國版抖音高品質粉絲 [自然速度Fans] [15天補粉] [大部分都有頭像],TikTok,Followers/Subscribers,🇨🇳🎵中國版抖音加粉絲、視頻流量、影片點讚、分享收藏服務 (此為大陸版抖音專用),3500.0,109.375,1000,20000,No,No,No,TWD
277,🇨🇳🥇大陸版抖音視頻按讚愛心 [快速穩定Likes] [15天補讚],TikTok,Followers/Subscribers,🇨🇳🎵中國版抖音加粉絲、視頻流量、影片點讚、分享收藏服務 (此為大陸版抖音專用),3000.0,93.75,500,20000,No,No,No,TWD
278,🇨🇳🥇大陸版抖音視頻分享轉發 [快速穩定Shares] [15天補量],TikTok,Followers/Subscribers,🇨🇳🎵中國版抖音加粉絲、視頻流量、影片點讚、分享收藏服務 (此為大陸版抖音專用),3000.0,93.75,200,20000,No,No,No,TWD
280,🇨🇳🥇大陸版抖音視頻觀看流量 [快速穩定Views] [15天補量],TikTok,Followers/Subscribers,🇨🇳🎵中國版抖音加粉絲、視頻流量、影片點讚、分享收藏服務 (此為大陸版抖音專用),100.0,3.125,1000,10000000,No,No,No,TWD
281,🇨🇳🥇大陸版抖音視頻收藏次數 [快速穩定Save] [15天補量],TikTok,Followers/Subscribers,🇨🇳🎵中國版抖音加粉絲、視頻流量、影片點讚、分享收藏服務 (此為大陸版抖音專用),3000.0,93.75,200,20000,No,No,No,TWD
350,🇨🇳🥇B站-哔哩哔哩高品質粉絲 [慢速穩定] [15天補粉] [Bilibili Fans],Website Traffic,Followers/Subscribers,🇨🇳📺Bilibili加粉絲、視頻流量、影片點讚服務 (此為中國B站哔哩哔哩專用),2500.0,78.125,500,5000,No,No,No,TWD
351,🇨🇳🥇B站-哔哩哔哩視頻觀看流量 [慢速穩定] [15天補量] [Bilibili Views],Website Traffic,Followers/Subscribers,🇨🇳📺Bilibili加粉絲、視頻流量、影片點讚服務 (此為中國B站哔哩哔哩專用),300.0,9.375,2000,1000000,No,No,No,TWD
352,🇨🇳🥇B站-哔哩哔哩視頻按讚愛心 [慢速穩定] [15天補讚] [Bilibili Likes],Website Traffic,Followers/Subscribers,🇨🇳📺Bilibili加粉絲、視頻流量、影片點讚服務 (此為中國B站哔哩哔哩專用),2300.0,71.875,100,3000,No,No,No,TWD
476,🇨🇳🥇B站-哔哩哔哩視頻三連 (按讚、投幣、收藏) [慢速穩定] [15天補量] [Bilibili B.T.C],Website Traffic,Followers/Subscribers,🇨🇳📺Bilibili加粉絲、視頻流量、影片點讚服務 (此為中國B站哔哩哔哩專用),10000.0,312.5,100,2000,No,No,No,TWD
434,💬🥇微信公眾號高品質粉絲 [慢速穩定] [15天補粉] [Wechat MP Fans],Website Traffic,Followers/Subscribers,💬微信官方公眾號加粉絲、觀看流量、貼文點讚、分享收藏服務 (中國Wechat公眾號專用),3000.0,93.75,1000,100000,No,No,No,TWD
475,💬🥇微信公眾號文章閱讀觀看 [慢速穩定] [15天補量] [Wechat MP Read],Website Traffic,Followers/Subscribers,💬微信官方公眾號加粉絲、觀看流量、貼文點讚、分享收藏服務 (中國Wechat公眾號專用),1500.0,46.875,1000,10000,No,No,No,TWD
436,💬🥇微信公眾號文章點讚 [慢速穩定] [15天補量] [Wechat MP Like],Website Traffic,Followers/Subscribers,💬微信官方公眾號加粉絲、觀看流量、貼文點讚、分享收藏服務 (中國Wechat公眾號專用),2000.0,62.5,100,3000,No,No,No,TWD
437,💬🥇微信公眾號文章分享 [慢速穩定] [15天補量] [Wechat MP Share],Website Traffic,Followers/Subscribers,💬微信官方公眾號加粉絲、觀看流量、貼文點讚、分享收藏服務 (中國Wechat公眾號專用),2000.0,62.5,100,3000,No,No,No,TWD
438,💬🥇微信公眾號文章收藏 [慢速穩定] [15天補量] [Wechat MP Save],Website Traffic,Followers/Subscribers,💬微信官方公眾號加粉絲、觀看流量、貼文點讚、分享收藏服務 (中國Wechat公眾號專用),2200.0,68.75,100,3000,No,No,No,TWD
435,💬🥇微信公眾號文章在看 [慢速穩定] [15天補量] [Wechat MP Look] [非閱讀次數],Website Traffic,Followers/Subscribers,💬微信官方公眾號加粉絲、觀看流量、貼文點讚、分享收藏服務 (中國Wechat公眾號專用),2200.0,68.75,100,3000,No,No,No,TWD
439,🎥🥇微信視頻號高品質粉絲 [慢速穩定] [15天補粉] [Wechat SPH Fans],Website Traffic,Followers/Subscribers,📹微信視頻號加粉絲、觀看流量、影片點讚、分享收藏服務 (中國Wechat視頻號專用),3200.0,100.0,1000,50000,No,No,No,TWD
440,🎥🥇微信視頻號影片觀看流量 [慢速穩定] [15天補量] [Wechat SPH Video views],Website Traffic,Followers/Subscribers,📹微信視頻號加粉絲、觀看流量、影片點讚、分享收藏服務 (中國Wechat視頻號專用),1000.0,31.25,1000,20000,No,No,No,TWD
441,🎥🥇微信視頻號影片點讚 [慢速穩定] [15天補量] [Wechat SPH Like],Website Traffic,Followers/Subscribers,📹微信視頻號加粉絲、觀看流量、影片點讚、分享收藏服務 (中國Wechat視頻號專用),2500.0,78.125,100,1000,No,No,No,TWD
442,🎥🥇微信視頻號影片分享轉發 [慢速穩定] [15天補量] [Wechat SPH Share],Website Traffic,Followers/Subscribers,📹微信視頻號加粉絲、觀看流量、影片點讚、分享收藏服務 (中國Wechat視頻號專用),1500.0,46.875,100,1000,No,No,No,TWD
237,檢舉Youtube違規頻道🚫 Report Spam YouTube Channel [不保證能刪除],YouTube,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
238,檢舉Youtube違規影片內容🚫 Report Spam YouTube Video [不保證能刪除],YouTube,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
529,檢舉Facebook違規粉絲專頁🚫 Report Spam Facebook Fans Page [不保證能刪除],Facebook,Followers/Subscribers,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
239,檢舉Facebook違規帳號🚫 Report Spam Facebook Account [不保證能刪除],Facebook,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
240,檢舉Facebook違規貼文內容🚫 Report Spam Facebook Post [不保證能刪除],Facebook,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
241,檢舉Instagram違規帳號🚫 Report Spam Instagram Account [不保證能刪除],Instagram,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
242,檢舉Instagram違規貼文內容🚫 Report Spam Instagram Post [不保證能刪除],Instagram,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
243,檢舉TikTok違規帳號🚫 Report Spam TikTok Account [不保證能刪除],TikTok,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
244,檢舉TikTok違規影片內容🚫 Report Spam TikTok Video [不保證能刪除],TikTok,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,1000000,No,No,No,TWD
588,檢舉X推特違規帳號🚫 Report Spam Twitter Account [不保證能刪除],Twitter/X,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,100000,No,Yes,No,TWD
603,檢舉X推特違規帳號🚫 Report Spam Twitter Account [不保證能刪除],Twitter/X,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,100000,No,Yes,No,TWD
604,檢舉X推特違規貼文🚫 Report Spam Twitter Tweet [不保證能刪除],Twitter/X,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,500,100000,No,Yes,No,TWD
605,檢舉圖奇違規頻道帳號🚫 Report Spam Twitch Channel [不保證能刪除],Twitch,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,500,100000,No,Yes,No,TWD
606,檢舉圖奇違規影片🚫 Report Spam Twitch Video [不保證能刪除],Twitch,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,1000,100000,No,Yes,No,TWD
607,檢舉Discord違規頻道🚫 Report Spam Discord Channel [不保證能刪除],Discord,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,500,100000,No,Yes,No,TWD
608,檢舉Discord違規帳號🚫 Report Spam Discord Account [不保證能刪除],Discord,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,1000.0,31.25,500,100000,No,Yes,No,TWD
599,檢舉Telegram違規帳號🚫 Report Spam Telegram Account [不保證能刪除],Telegram,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,3500.0,109.375,100,100000,No,Yes,No,TWD
600,檢舉Telegram違規頻道或群組🚫 Report Spam Telegram Channel or Group [不保證能刪除],Telegram,Accounts,檢舉違規內容及非法詐騙的社群平台服務 ⚠️ Report Spam Account,3500.0,109.375,100,100000,No,Yes,No,TWD
544,Shopee🟧蝦皮賣場增加粉絲🥇提升關注人數 [慢速穩定] [30天補粉]🙋‍♂️,Shopee,Followers/Subscribers,Shopee 蝦皮賣場粉絲關注人數🟧 Fans服務 🛒 (成為人氣蝦皮帳號),5000.0,156.25,10,50000,No,No,No,TWD
552,🥇Spotify 🎧每月聽眾人數提升 Monthly Listeners [慢速穩定] [30天補量],Spotify,Followers/Subscribers,Spotify 粉絲追隨者🙋‍♂️、每月聽眾🎧、音樂播放次數流量提升服務🛎️ (成為熱門排行榜作品),6000.0,187.5,1000,5000000,No,No,No,TWD
550,🥇Spotify 🎵單首歌曲高品質播放流量Plays [慢速穩定] [30天補量],Spotify,Followers/Subscribers,Spotify 粉絲追隨者🙋‍♂️、每月聽眾🎧、音樂播放次數流量提升服務🛎️ (成為熱門排行榜作品),150.0,4.6875,500,20000000,No,No,No,TWD
557,🥇Spotify 💿整張專輯提升播放次數Album Plays [慢速穩定] [30天補量],Spotify,Followers/Subscribers,Spotify 粉絲追隨者🙋‍♂️、每月聽眾🎧、音樂播放次數流量提升服務🛎️ (成為熱門排行榜作品),200.0,6.25,500,20000000,No,No,No,TWD
554,🥇Spotify 📋播放清單增加收聽流量Playlist Plays [慢速穩定] [30天補量],Spotify,Followers/Subscribers,Spotify 粉絲追隨者🙋‍♂️、每月聽眾🎧、音樂播放次數流量提升服務🛎️ (成為熱門排行榜作品),200.0,6.25,500,20000000,No,No,No,TWD
556,🥇Spotify ➕收藏服務 歌手/歌曲/撥放清單/專輯 Saves [慢速穩定] [30天補量],Spotify,Followers/Subscribers,Spotify 粉絲追隨者🙋‍♂️、每月聽眾🎧、音樂播放次數流量提升服務🛎️ (成為熱門排行榜作品),200.0,6.25,100,1000000,No,No,No,TWD
559,Spotify Podcast 🥇全球播客高品質粉絲追隨者 [慢速穩定] [30天補粉] [國外混和粉絲],Spotify,Followers/Subscribers,Spotify Podcast 粉絲追隨人數🙋‍♂️、播客收聽次數增加服務🎧 (成為熱門Podcaster創作者),800.0,25.0,100,1000000,No,No,No,TWD
558,🥇Spotify Podcast 🎙️單集播客高品質播放次數提升 Plays [慢速穩定] [30天補量],Spotify,Followers/Subscribers,Spotify Podcast 粉絲追隨人數🙋‍♂️、播客收聽次數增加服務🎧 (成為熱門Podcaster創作者),300.0,9.375,500,20000000,No,No,No,TWD
560,🥇Spotify Podcast 🎙️播客聽眾人數提升 Listeners [慢速穩定] [30天補量],Spotify,Followers/Subscribers,Spotify Podcast 粉絲追隨人數🙋‍♂️、播客收聽次數增加服務🎧 (成為熱門Podcaster創作者),400.0,12.5,1000,100000000,No,No,No,TWD
